1	1	290424.13198951836	5038577.45672704	295244.2439920317	5048310.671634226
2	1	292973.8570094392	5038853.327093285	297845.6037624053	5050237.245570246
3	1	300069.9307576501	5052020.773548754	296934.0825311556	5040082.797341071
4	1	295575.0389856298	5036051.941328658	294479.7089840206	5043668.6186554395
5	1	293772.94272044173	5043882.1489166375	295352.00725027936	5047590.526331042
6	1	296478.3362995273	5041340.664901819	299201.83195782267	5042539.408052313
7	1	294994.17701481114	5044341.075873349	299460.0430612487	5049431.265899973
8	1	291421.2211112796	5045185.37747262	292850.84776891465	5045044.445172605
9	1	297100.933115457	5043113.290926653	295603.985416231	5052063.057382524
10	1	299149.1451233286	5047511.036166897	293818.9866531507	5040145.4803714
11	1	297769.6681128291	5042733.2768520275	292114.63876427815	5040715.394408263
12	1	292786.8087080422	5044484.008525391	296061.8552417016	5052870.391796186
13	1	299195.0124545671	5041171.517264879	297107.2277107746	5048621.039332466
14	1	299066.0659578381	5051500.568412891	293063.1145088907	5047532.522463022
15	1	295062.1133223658	5051942.454658372	289184.05850066314	5040504.349322252
16	1	294405.37257861014	5048382.26079989	294212.06402368227	5045950.092649321
17	1	295367.91434845625	5046105.789834185	294783.0090943123	5036486.1226429045
18	1	298923.74590938597	5046055.200780994	293518.6949588165	5039156.558419142
19	1	289720.723677092	5041928.734843489	295201.3465170042	5050010.643464699
20	1	296564.31668033195	5038283.089840161	298958.16676929104	5047586.489203284
21	1	297175.94396335445	5045138.448820779	290519.8306528983	5038013.326827581
22	1	289921.0291810793	5042283.54133809	292927.08137868514	5043607.400472336
23	1	297472.2102823622	5036267.361788998	300623.60231547523	5051550.94149978
24	1	294217.92007352534	5039229.129721601	300810.3319428358	5049525.319586122
25	1	298345.9494852581	5050620.953350377	293754.94880104996	5040982.228205239
26	1	298826.88284416293	5042084.436254758	291515.7882528409	5040186.970619812
27	1	296945.836341942	5052166.05644398	298470.1837989385	5049696.845878549
28	1	290479.0221132338	5042940.872702467	300783.69698410213	5052926.669285419
29	1	296976.4986484974	5054239.947293191	298232.77564530255	5046133.725792139
30	1	291364.924181706	5041739.1264437055	299262.56777032115	5052967.652894403
31	1	292814.6207757888	5044064.312524967	296910.4306697851	5050774.631884716
32	1	293301.28020978894	5042189.3877127515	296085.27692096634	5050200.314579391
33	1	297283.20752496476	5048709.738484827	296922.8078363281	5047168.578403586
34	1	290243.32298976165	5041635.034057826	298289.7436040717	5038038.649944262
35	1	296047.4029421284	5048642.257946838	293662.6467706273	5049559.093254502
36	1	298482.9651552415	5050770.027759165	287680.70547463594	5040134.255345484
37	1	300813.2560871383	5049169.178202018	294545.3549459438	5046002.841299278
38	1	300304.47971382085	5050014.059121661	297026.0726603037	5045984.473394214
39	1	302992.9430844028	5053385.524352003	296690.6082938974	5050601.206718032
40	1	297859.6921338231	5055096.781966246	297631.9127232505	5051421.155341809
41	1	299360.59570129885	5052999.514016787	297968.71143505676	5039307.9888960635
